  1  1  1.0000
  1  2  0.7027
  1  3  0.2842
  1  4  0.0732
  2  1  0.7027
  2  2  1.0000
  2  3  0.6670
  2  4  0.2057
  3  1  0.2842
  3  2  0.6670
  3  3  1.0000
  3  4  0.5537
  4  1  0.0732
  4  2  0.2057
  4  3  0.5537
  4  4  1.0000
