  1  1  0.4457
  1  2  0.5050
  1  3  0.2409
  1  4  0.0647
  2  1  0.5050
  2  2  1.8551
  2  3  2.0365
  2  4  0.7394
  3  1  0.2409
  3  2  2.0365
  3  3  8.6250
  3  4  8.3026
  4  1  0.0647
  4  2  0.7394
  4  3  8.3026
  4  4 57.3250
