  1  1  1  1  0.6150
  1  1  1  2  0.5189
  1  1  1  3  0.2359
  1  1  1  4  0.0632
  1  1  2  1  0.5189
  1  1  2  2  0.7810
  1  1  2  3  0.5569
  1  1  2  4  0.1776
  1  1  3  1  0.2359
  1  1  3  2  0.5569
  1  1  3  3  0.8482
  1  1  3  4  0.4784
  1  1  4  1  0.0632
  1  1  4  2  0.1776
  1  1  4  3  0.4784
  1  1  4  4  0.8664
  1  2  1  1  0.5189
  1  2  1  2  0.4879
  1  2  1  3  0.2493
  1  2  1  4  0.0705
  1  2  2  1  0.4879
  1  2  2  2  0.7715
  1  2  2  3  0.5931
  1  2  2  4  0.1982
  1  2  3  1  0.2493
  1  2  3  2  0.5931
  1  2  3  3  0.9224
  1  2  3  4  0.5345
  1  2  4  1  0.0705
  1  2  4  2  0.1982
  1  2  4  3  0.5345
  1  2  4  4  0.9723
  1  3  1  1  0.2359
  1  3  1  2  0.2493
  1  3  1  3  0.1585
  1  3  1  4  0.0537
  1  3  2  1  0.2493
  1  3  2  2  0.4249
  1  3  2  3  0.3851
  1  3  2  4  0.1511
  1  3  3  1  0.1585
  1  3  3  2  0.3851
  1  3  3  3  0.6385
  1  3  3  4  0.4095
  1  3  4  1  0.0537
  1  3  4  2  0.1511
  1  3  4  3  0.4095
  1  3  4  4  0.7592
  1  4  1  1  0.0632
  1  4  1  2  0.0705
  1  4  1  3  0.0537
  1  4  1  4  0.0265
  1  4  2  1  0.0705
  1  4  2  2  0.1259
  1  4  2  3  0.1340
  1  4  2  4  0.0750
  1  4  3  1  0.0537
  1  4  3  2  0.1340
  1  4  3  3  0.2458
  1  4  3  4  0.2072
  1  4  4  1  0.0265
  1  4  4  2  0.0750
  1  4  4  3  0.2072
  1  4  4  4  0.4180
  2  1  1  1  0.5189
  2  1  1  2  0.4879
  2  1  1  3  0.2493
  2  1  1  4  0.0705
  2  1  2  1  0.4879
  2  1  2  2  0.7715
  2  1  2  3  0.5931
  2  1  2  4  0.1982
  2  1  3  1  0.2493
  2  1  3  2  0.5931
  2  1  3  3  0.9224
  2  1  3  4  0.5345
  2  1  4  1  0.0705
  2  1  4  2  0.1982
  2  1  4  3  0.5345
  2  1  4  4  0.9723
  2  2  1  1  0.7810
  2  2  1  2  0.7715
  2  2  1  3  0.4249
  2  2  1  4  0.1259
  2  2  2  1  0.7715
  2  2  2  2  1.2549
  2  2  2  3  1.0172
  2  2  2  4  0.3542
  2  2  3  1  0.4249
  2  2  3  2  1.0172
  2  2  3  3  1.6099
  2  2  3  4  0.9561
  2  2  4  1  0.1259
  2  2  4  2  0.3542
  2  2  4  3  0.9561
  2  2  4  4  1.7466
  2  3  1  1  0.5569
  2  3  1  2  0.5931
  2  3  1  3  0.3851
  2  3  1  4  0.1340
  2  3  2  1  0.5931
  2  3  2  2  1.0172
  2  3  2  3  0.9381
  2  3  2  4  0.3772
  2  3  3  1  0.3851
  2  3  3  2  0.9381
  2  3  3  3  1.5689
  2  3  3  4  1.0232
  2  3  4  1  0.1340
  2  3  4  2  0.3772
  2  3  4  3  1.0232
  2  3  4  4  1.9041
  2  4  1  1  0.1776
  2  4  1  2  0.1982
  2  4  1  3  0.1511
  2  4  1  4  0.0750
  2  4  2  1  0.1982
  2  4  2  2  0.3542
  2  4  2  3  0.3772
  2  4  2  4  0.2121
  2  4  3  1  0.1511
  2  4  3  2  0.3772
  2  4  3  3  0.6928
  2  4  3  4  0.5862
  2  4  4  1  0.0750
  2  4  4  2  0.2121
  2  4  4  3  0.5862
  2  4  4  4  1.1842
  3  1  1  1  0.2359
  3  1  1  2  0.2493
  3  1  1  3  0.1585
  3  1  1  4  0.0537
  3  1  2  1  0.2493
  3  1  2  2  0.4249
  3  1  2  3  0.3851
  3  1  2  4  0.1511
  3  1  3  1  0.1585
  3  1  3  2  0.3851
  3  1  3  3  0.6385
  3  1  3  4  0.4095
  3  1  4  1  0.0537
  3  1  4  2  0.1511
  3  1  4  3  0.4095
  3  1  4  4  0.7592
  3  2  1  1  0.5569
  3  2  1  2  0.5931
  3  2  1  3  0.3851
  3  2  1  4  0.1340
  3  2  2  1  0.5931
  3  2  2  2  1.0172
  3  2  2  3  0.9381
  3  2  2  4  0.3772
  3  2  3  1  0.3851
  3  2  3  2  0.9381
  3  2  3  3  1.5689
  3  2  3  4  1.0232
  3  2  4  1  0.1340
  3  2  4  2  0.3772
  3  2  4  3  1.0232
  3  2  4  4  1.9041
  3  3  1  1  0.8482
  3  3  1  2  0.9224
  3  3  1  3  0.6385
  3  3  1  4  0.2458
  3  3  2  1  0.9224
  3  3  2  2  1.6099
  3  3  2  3  1.5689
  3  3  2  4  0.6928
  3  3  3  1  0.6385
  3  3  3  2  1.5689
  3  3  3  3  2.7058
  3  3  3  4  1.8865
  3  3  4  1  0.2458
  3  3  4  2  0.6928
  3  3  4  3  1.8865
  3  3  4  4  3.5675
  3  4  1  1  0.4784
  3  4  1  2  0.5345
  3  4  1  3  0.4095
  3  4  1  4  0.2072
  3  4  2  1  0.5345
  3  4  2  2  0.9561
  3  4  2  3  1.0232
  3  4  2  4  0.5862
  3  4  3  1  0.4095
  3  4  3  2  1.0232
  3  4  3  3  1.8865
  3  4  3  4  1.6222
  3  4  4  1  0.2072
  3  4  4  2  0.5862
  3  4  4  3  1.6222
  3  4  4  4  3.3010
  4  1  1  1  0.0632
  4  1  1  2  0.0705
  4  1  1  3  0.0537
  4  1  1  4  0.0265
  4  1  2  1  0.0705
  4  1  2  2  0.1259
  4  1  2  3  0.1340
  4  1  2  4  0.0750
  4  1  3  1  0.0537
  4  1  3  2  0.1340
  4  1  3  3  0.2458
  4  1  3  4  0.2072
  4  1  4  1  0.0265
  4  1  4  2  0.0750
  4  1  4  3  0.2072
  4  1  4  4  0.4180
  4  2  1  1  0.1776
  4  2  1  2  0.1982
  4  2  1  3  0.1511
  4  2  1  4  0.0750
  4  2  2  1  0.1982
  4  2  2  2  0.3542
  4  2  2  3  0.3772
  4  2  2  4  0.2121
  4  2  3  1  0.1511
  4  2  3  2  0.3772
  4  2  3  3  0.6928
  4  2  3  4  0.5862
  4  2  4  1  0.0750
  4  2  4  2  0.2121
  4  2  4  3  0.5862
  4  2  4  4  1.1842
  4  3  1  1  0.4784
  4  3  1  2  0.5345
  4  3  1  3  0.4095
  4  3  1  4  0.2072
  4  3  2  1  0.5345
  4  3  2  2  0.9561
  4  3  2  3  1.0232
  4  3  2  4  0.5862
  4  3  3  1  0.4095
  4  3  3  2  1.0232
  4  3  3  3  1.8865
  4  3  3  4  1.6222
  4  3  4  1  0.2072
  4  3  4  2  0.5862
  4  3  4  3  1.6222
  4  3  4  4  3.3010
  4  4  1  1  0.8664
  4  4  1  2  0.9723
  4  4  1  3  0.7592
  4  4  1  4  0.4180
  4  4  2  1  0.9723
  4  4  2  2  1.7466
  4  4  2  3  1.9041
  4  4  2  4  1.1842
  4  4  3  1  0.7592
  4  4  3  2  1.9041
  4  4  3  3  3.5675
  4  4  3  4  3.3010
  4  4  4  1  0.4180
  4  4  4  2  1.1842
  4  4  4  3  3.3010
  4  4  4  4  6.9756
