  1  1  1  1  0.7746
  1  1  1  2  0.0043
  1  1  2  1  0.0043
  1  1  2  2  0.1667
  1  2  1  1  0.0043
  1  2  1  2  0.0001
  1  2  2  1  0.0001
  1  2  2  2  0.0043
  2  1  1  1  0.0043
  2  1  1  2  0.0001
  2  1  2  1  0.0001
  2  1  2  2  0.0043
  2  2  1  1  0.1667
  2  2  1  2  0.0043
  2  2  2  1  0.0043
  2  2  2  2  0.7746
